Conversion Certificate,Deed from Previous Owner,Electricity Connection,Electricity Connection_detail,Encumberence Certificate,Is the plot free of any legal issues?,Revenue Document,Road Available,Road Available_detail,Sewage Connection,Sewage Connection_detail,Title Deed,Title Deed_detail,Water Connection,Water Connection_detail,amenities,boundary,construction,dimensions,fig_count,floor,location,open-sides,overlooking,ownership,plot-area,price,price_available,price_per_sqft,transaction,type,width-road-facing
Yes,Yes,Yes,Solar,Yes,Yes,,Yes,Mud Road,Yes,Open,Yes,Other,Yes,Borewell,,No,Yes,,1,Congo,"Kalyanpur, Kolkata",2.00,,Co-operative Society,1440 sqft,,0,,Resale,Residential Land / Plot,16 m
,,,,,,,,,,,,,,,,,,,3,,"Jyangra, Kolkata",,,Freehold,2520 sqft,80 Lac,1,3175.00,New Property,Residential Land / Plot,
,,,,,,,,,,,,,,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Reserved Parking",No,0,45 X 32,12,,"Rajarhat, Kolkata",1.00,Main Road,Freehold,1440 sqft,24 Lac,1,1667.00,Resale,Residential Land / Plot,12 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Conveyance Deed,Yes,Borewell,,Yes,0,,0,3,"Bishnupur, Kolkata",2.00,,,1440 sqft,,0,,Resale,Residential Land / Plot,25 m
,,,,,,,,,,,,,,,"Power Back Up, Security, CCTV Camera",Yes,Yes,8944 X 0.81,6,1,"Alipore, Kolkata",2.00,Main Road,Freehold,7200 sqft,,0,,Resale,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,Yes,No,40 X 36,0,4,"Rajarhat, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1440 sqft,44 Lac,1,3056.00,New Property,Residential Land / Plot,30 m
,,,,,,,,,,,,,,,"Power Back Up, Club House, Swimming Pool, Gymnasium, Security, Visitor Parking",No,No,,2,,"Joka, Kolkata",2.00,,Freehold,1440 sqft,8 Lac,1,556.00,Resale,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,Yes,Yes,,1,,"Rajarhat, Kolkata",2.00,Main Road,Freehold,1800 sqft,30 Lac,1,1667.00,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,45 X 32,5,4,"Action Area 3, Kolkata",4.00,"Garden/Park, Main Road",Freehold,1440 sqft,30 Lac,1,2083.00,New Property,Residential Land / Plot,9 m
,,,,,,,,,,,,,,,,No,No,,0,,"Diamond Park, Joka, Kolkata",,,,2000 sqft,55 Lac,1,2750.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,Yes,,0,6,"Kalyani, Kolkata",,,,14000 sqft,,0,,New Property,Residential Land / Plot,10 m
Yes,Yes,No,,Yes,Yes,,Yes,Pucca Road,No,,Yes,,No,,,Yes,No,,0,,"Shyamnagar, Kolkata",2.00,,,1440 sqft,25 Lac,1,1736.00,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,No,No,66 X 48.91,7,5,"Action Area 1, Kolkata",2.00,"Garden/Park, Main Road",Freehold,3228 sqft,2.80 Cr,1,8674.00,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,,"Baruipur, Kolkata",1.00,,,4320 sqft,1.10 Cr,1,2546.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,45 X 32,5,4,"Action Area 3, Kolkata",4.00,"Garden/Park, Main Road",Freehold,1440 sqft,29 Lac,1,2014.00,New Property,Residential Land / Plot,10 m
,,,,,,,,,,,,,,,,Yes,No,,7,1,"Haridevpur, Paschim Putiary, Kolkata",,,Power Of Attorney,720 sqft,22 Lac,1,3055.00,Resale,Residential Land / Plot,3 m
,,,,,,,,,,,,,,,,Yes,No,35 X 30.86,0,4,"Rajarhat, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1080 sqft,32 Lac,1,2963.00,New Property,Residential Land / Plot,30 m
Yes,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,On Highway,Yes,Underground,Yes,Will Deed,Yes,Water Board,,Yes,Yes,,5,,"Konnagar, Kolkata",,"Garden/Park, Main Road",Freehold,10080 sqft,3 Cr,1,2976.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,Yes,,3,5,"Budge Budge Trunk Road, Kolkata",,,,2160 sqft,,0,,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Conveyance Deed,Yes,Borewell,,Yes,Yes,,2,,"Joka, Kolkata",2.00,,Freehold,720 sqft,2.5 Lac,1,347.00,Resale,Residential Land / Plot,8 m
,,,,,,,,,,,,,,,,No,Yes,20 X 36,10,,"Joka, Kolkata",1.00,"Garden/Park, Main Road",Freehold,720 sqft,1.8 Lac,1,249.00,New Property,Residential Land / Plot,30 m
,,,,,,,,,,,,,,,,Yes,Yes,50 X 46.8,0,1,"Salt Lake City, Kolkata",3.00,Main Road,Freehold,2340 sqft,,0,,Resale,Residential Land / Plot,10 m
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,32 X 45,6,3,"Action Area 3, Kolkata",1.00,"Garden/Park, Main Road",Freehold,1440 sqft,25 Lac,1,1736.00,New Property,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,45 X 32,5,4,"Action Area 3, Kolkata",4.00,"Garden/Park, Main Road",Freehold,1440 sqft,28.4 Lac,1,1972.00,New Property,Residential Land / Plot,9 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Will Deed,Yes,Water Board,,Yes,No,41.05 X 38.88,7,4,"New Garia, Garia, Kolkata",2.00,Main Road,Freehold,1440 sqft,40 Lac,1,2778.00,Resale,Residential Land / Plot,6 m
Yes,Yes,No,,Yes,No,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,No,,,Yes,No,,0,4,Kolkata,2.00,,Freehold,1615 sqft,,0,,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Swimming Pool, Gymnasium, Park, Reserved Parking",No,No,,8,4,"Joka, Kolkata",,,,4320 sqft,18 Lac,1,417.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Conveyance Deed,Yes,Borewell,,Yes,Yes,,8,3,"Bishnupur, Kolkata",2.00,,Freehold,1440 sqft,,0,,Resale,Residential Land / Plot,25 m
Yes,Yes,No,,Yes,Yes,,Yes,On Highway,No,,Yes,Sale Deed,Yes,Water Board,,No,No,,0,,"Thakurpukur, Kolkata",1.00,,Freehold,1500 sqft,55 Lac,1,3667.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,60 X 37,0,Congo,"Chinsurah, Kolkata",2.00,Main Road,Freehold,2220 sqft,55 Lac,1,2477.00,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,,,,0,,"Behala Chowrasta, Kolkata",,,,18000 sqft,3 Cr,1,1667.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Gift Deed,Yes,Water Board,,No,No,,3,Congo,"Sodepur, Kolkata",4.00,,Freehold,4680 sqft,85 Lac,1,1816.00,Resale,Residential Land / Plot,
Yes,No,No,,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Will Deed,No,,,No,No,,0,5,"Chinsurah, Kolkata",1.00,,Freehold,1820 sqft,75 Lac,1,4121.00,Resale,Residential Land / Plot,6 m
Yes,Yes,Yes,Electricity Board,No,No,,Yes,On Highway,No,,Yes,Sale Deed,Yes,Borewell,,No,No,,0,Congo,"Sonarpur, Kolkata",4.00,,Freehold,720 sqft,1 Lac,1,139.00,New Property,Residential Land / Plot,16 m
Yes,Yes,No,,Yes,Yes,Yes,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,Yes,Yes,50 X 22,4,3,"Subhayan Park, Kolkata",1.00,Main Road,Freehold,1100 sqft,12 Lac,1,1091.00,Resale,Residential Land / Plot,12 m
,,,,,,,,,,,,,,,,No,Yes,150 X 75,0,,"Andul, Kolkata",,,,10800 sqft,22 Lac,1,204.00,Resale,Residential Land / Plot,2 m
,,,,,,,,,,,,,,,,No,No,,18,2,"Joka, Kolkata",2.00,,Freehold,1440 sqft,1.4 Lac,1,97.00,Resale,Residential Land / Plot,25 m
,,,,,,,,,,,,,,,,Yes,No,,2,4,"Joka, Kolkata",,,,1037000 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,0,,0,1,"Mukundapur, Kolkata",,,,1800 sqft,50 Lac,1,2778.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,3,Congo,"Behala Chowrasta, Kolkata",1.00,,Freehold,5444 sqft,1 Cr,1,1837.00,Resale,Residential Land / Plot,4 m
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Pucca Road,Yes,,Yes,Sale Deed,Yes,,,No,No,,4,Congo,"Birati, Kolkata",1.00,,Freehold,2165 sqft,76 Lac,1,3510.00,Resale,Residential Land / Plot,
Yes,Yes,No,,Yes,Yes,,Yes,On Highway,Yes,Underground,Yes,Other,Yes,Water Board,,No,No,,1,Congo,"Diamond Harbour Road, Kolkata",1.00,,,44640 sqft,,0,,Resale,Residential Land / Plot,
No,Yes,No,,Yes,Yes,Yes,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,No,,,Yes,No,40 X 29.82,6,3,"Howrah, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1193 sqft,42 Lac,1,3521.00,Resale,Residential Land / Plot,3 m
No,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,No,,0,,"New Town, Kolkata",1.00,,,2160 sqft,30 Lac,1,1389.00,Resale,Residential Land / Plot,10 m
,,,,,,,,,,,,,,,,Yes,No,,0,4,"Habra, Kolkata",,,,3500 sqft,15 Lac,1,429.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Security",No,0,45 X 64,20,,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,2880 sqft,12 Lac,1,417.00,New Property,Residential Land / Plot,25 m
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",No,No,24 X 30,12,,"Joka, Kolkata",1.00,Garden/Park,Freehold,720 sqft,1.8 Lac,1,243.00,New Property,Residential Land / Plot,25 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,On Highway,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,57.4 X 188,1,1,"Duttapukur, Kolkata",4.00,,,10800 sqft,3 Cr,1,2778.00,Resale,Residential Land / Plot,149 m
,,,,,,,,,,,,,,,,No,No,,0,3,"Gobindapur, Kolkata",2.00,,Freehold,7300 sqft,35 Lac,1,479.00,New Property,Residential Land / Plot,5 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Open,Yes,Sale Deed,Yes,Water Board,,Yes,No,,0,,Kolkata,,,Freehold,44640 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,53.7 X 80.5,0,4,"Hazra, Kalighat, Kolkata",2.00,Main Road,Freehold,4320 sqft,,0,,New Property,Residential Land / Plot,10 m
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Security",No,Yes,45 X 40,12,,"Joka, Kolkata",1.00,"Garden/Park, Main Road",Freehold,1800 sqft,6.3 Lac,1,347.00,New Property,Residential Land / Plot,25 m
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,45 X 32,7,2,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1440 sqft,4 Lac,1,278.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,No,No,,0,,"Barasat, Kolkata",,,,1440 sqft,21 Lac,1,1458.00,Resale,Residential Land / Plot,3 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,Yes,Yes,,4,3,"Purba Putiary, Kolkata",1.00,Main Road,Freehold,2160 sqft,60 Lac,1,2778.00,Resale,Residential Land / Plot,16 m
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,45 X 40,11,3,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1800 sqft,5 Lac,1,278.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,48 X 45,7,3,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,2160 sqft,6 Lac,1,278.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,60 X 48,9,4,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,2880 sqft,8 Lac,1,278.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,,,,1,,"CC Block Newtown, Kolkata",,Main Road,Freehold,1615 sqft,,0,,New Property,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,46 X 67,0,Congo,"Umakanta Sen Lane, Kolkata",2.00,Main Road,Freehold,2144 sqft,,0,,Resale,Residential Land / Plot,7 m
Yes,Yes,No,,Yes,Yes,,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,No,,0,5,"Debinagar, Kolkata",,,,1823 sqft,10 Lac,1,549.00,Resale,Residential Land / Plot,16 m
,,,,,,,,,,,,,,,,No,Yes,,0,11,Kolkata,1.00,,,1980000 sqft,,0,,Resale,Residential Land / Plot,40 m
,,,,,,,,,,,,,,,,Yes,No,1852 X 1395,1,,"Joka, Kolkata",2.00,,Freehold,7201 sqft,80 Lac,1,1111.00,Resale,Residential Land / Plot,5 m
,,,,,,,,,,,,,,,,Yes,No,,0,4,"Joka, Kolkata",,,,1037000 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,Yes,80.5 X 26.8,0,3,"Ballygunge, Kolkata",3.00,Main Road,Freehold,2160 sqft,,0,,Resale,Residential Land / Plot,15 m
,,,,,,,,,,,,,,,,No,No,,1,3,"Baruipur, Kolkata",3.00,,,1440 sqft,20 Lac,1,1389.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,0,,0,,"Andul Road, Kolkata",,"Garden/Park, Main Road",,1250 sqft,22 Lac,1,1760.00,Resale,Residential Land / Plot,2 m
,,,,,,,,,,,,,,,,No,No,,0,Congo,"Shyamnagar, Kolkata",1.00,,Freehold,2 sqft,,0,,Resale,Residential Land / Plot,4 m
,,,,,,,,,,,,,,,,No,No,,3,,"Ghosh Para Howrah, Kolkata",4.00,Main Road,Power Of Attorney,25200 sqft,,0,,New Property,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,1,"Subhasgram, Kolkata",,,,2722 sqft,22 Lac,1,808.00,Resale,Residential Land / Plot,
Yes,Yes,No,,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Other,No,,,Yes,No,,0,,"Chinsurah RS, Kolkata",2.00,,Freehold,2160 sqft,30 Lac,1,1389.00,Resale,Residential Land / Plot,3 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,,"Bansdroni, Kolkata",,,,5760 sqft,30 Lac,1,521.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,Yes,322 X 322,6,,Kolkata,,,,10080 sqft,1.80 Cr,1,1786.00,Resale,Residential Land / Plot,11 m
Yes,Yes,Yes,,Yes,No,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,,,No,No,,3,Congo,"Bisharpara, Kolkata",1.00,,Freehold,1440 sqft,29 Lac,1,2014.00,Resale,Residential Land / Plot,
Yes,Yes,No,,Yes,Yes,,No,,Yes,Open,Yes,Sale Deed,Yes,Borewell,,Yes,No,,0,,"Barrackpore, Kolkata",,,,2100 sqft,,0,,Resale,Residential Land / Plot,
Yes,Yes,No,,No,Yes,,Yes,Pucca Road,No,,Yes,Will Deed,No,,,No,No,,0,4,"Dharmatala Pachuria, Kolkata",2.00,,,360 sqft,,0,,Resale,Residential Land / Plot,4 m
Yes,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,On Highway,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,215 X 188,8,20,"Jessore Road, Kolkata",4.00,"Garden/Park, Main Road",Freehold,10800 sqft,3 Cr,1,2778.00,Resale,Residential Land / Plot,50 m
,,,,,,,,,,,,,,,,No,0,80.5 X 26.8,6,5,"Action Area 3, Kolkata",1.00,Main Road,Freehold,2160 sqft,1.40 Cr,1,6481.00,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,Yes,Yes,18 X 40,1,3,"Amtala, Diamond Harbour Road, Kolkata",2.00,Main Road,Freehold,720 sqft,4.8 Lac,1,667.00,New Property,Residential Land / Plot,10 m
,,,,,,,,,,,,,,,,No,No,,0,4,"New Town Road, Kolkata",1.00,Main Road,Freehold,2153 sqft,,0,,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,62 X 60,10,4,"Joka, Kolkata",2.00,Garden/Park,Freehold,3720 sqft,10.3 Lac,1,277.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,No,No,,0,Congo,"Sodepur, Kolkata",4.00,,Freehold,3220 sqft,55 Lac,1,1708.00,Resale,Residential Land / Plot,14 m
,,,,,,,,,,,,,,,,No,No,120 X 360,0,5,Kolkata,1.00,,,43200 sqft,9 Cr,1,2083.00,New Property,Residential Land / Plot,100 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,1,"Jadubabur Bazar, Bhawanipur, Kolkata",,,,2880 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking",Yes,Yes,48 X 46,10,3,"Joka, Kolkata",2.00,Garden/Park,Freehold,2208 sqft,6.1 Lac,1,277.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,5,"Belur, Kolkata",,,Power Of Attorney,3240 sqft,1.03 Cr,1,3200.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,,0,1,"Bansdroni, Kolkata",,,,2160 sqft,80 Lac,1,3704.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,,,,0,,"Narendrapur Rajpur Sonarpur, Kolkata",,Main Road,Freehold,3600 sqft,70 Lac,1,1944.00,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,137 X 37,0,2,"Chakraborty Para, Kolkata",2.00,Main Road,Freehold,5069 sqft,1.10 Cr,1,2170.00,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,No,0,50 X 32,0,,"Andul, Kolkata",,,,1600 sqft,26 Lac,1,1625.00,Resale,Residential Land / Plot,2 m
,,,,,,,,,,,,,,,,Yes,No,,0,,Kolkata,,,,2382 sqft,,0,,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Conveyance Deed,Yes,Water Board,,No,No,,0,,"Bramhapur, Kolkata",4.00,,Freehold,2074 sqft,,0,,Resale,Residential Land / Plot,6 m
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,48 X 45,6,3,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,2160 sqft,6.9 Lac,1,319.00,New Property,Residential Land / Plot,7 m
Yes,No,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Sale Deed,Yes,,,No,No,,0,4,"Dankuni, Kolkata",2.00,,,1840 sqft,27 Lac,1,1467.00,Resale,Residential Land / Plot,8 m
,,,,,,,,,,,,,,,"Rain Water Harvesting, Park, Security, Vaastu Compliant, Waste Disposal, Kids Play Area",Yes,Yes,40.28 X 36,15,3,"Action Area 3, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1450 sqft,20 Lac,1,1379.00,New Property,Residential Land / Plot,42 m
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,60 X 60,6,4,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,3600 sqft,11.5 Lac,1,319.00,New Property,Residential Land / Plot,7 m
,,,,,,,,,,,,,,,,Yes,No,,0,2,"Birati, Kolkata",,,,1220 sqft,40 Lac,1,3279.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,,0,5,"Wellington, Kolkata",,,,5040 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,No,53.7 X 53.7,0,1,"Joka, Kolkata",3.00,Main Road,Freehold,2880 sqft,,0,,New Property,Residential Land / Plot,40 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,2,"Tollygunge, Kolkata",4.00,Main Road,Freehold,12240 sqft,,0,,Resale,Residential Land / Plot,50 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,"New Town, Kolkata",4.00,Main Road,Freehold,1440 sqft,26 Lac,1,1806.00,Resale,Residential Land / Plot,8 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,Yes,424.98 X 72.85,4,4,"Thakurpukur Bibirhat Bakhrahat Raipur Road, Kolkata",2.00,Main Road,Freehold,30960 sqft,,0,,Resale,Residential Land / Plot,6 m
,,,,,,,,,,,,,,,,Yes,No,,0,4,"Bangaon, Kolkata",,,,5761 sqft,1.12 Cr,1,1944.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Security",No,No,40 X 36,18,,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,720 sqft,3.5 Lac,1,485.00,New Property,Residential Land / Plot,25 m
Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Sale Deed,Yes,,,No,0,,4,4,"Action Area 3, Kolkata",3.00,,Freehold,3600 sqft,,0,,Resale,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,,,,0,,Kolkata,,,,25920 sqft,7 Cr,1,2701.00,Resale,Residential Land / Plot,
Yes,Yes,No,,Yes,Yes,,Yes,Pucca Road,No,,No,,No,,,No,No,,0,5,"New Town, Kolkata",4.00,,Freehold,3229 sqft,3.70 Cr,1,11458.00,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,Yes,No,,0,,Kolkata,,,,15000 sqft,2 Cr,1,1333.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,"Lift, Reserved Parking, Security, Water Storage, Vaastu Compliant, Intercom Facility",No,No,24 X 30,14,Congo,"Joka, Kolkata",1.00,"Garden/Park, Main Road",Freehold,720 sqft,2.5 Lac,1,340.00,New Property,Residential Land / Plot,25 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,6,"Barasat, Kolkata",,,,1490 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,Yes,50 X 72,7,3,"Joka, Kolkata",2.00,,,3600 sqft,11 Lac,1,306.00,New Property,Residential Land / Plot,8 m
,,,,,,,,,,,,,,,,,No,,0,1,"Action Area 2, Kolkata",1.00,,,3229 sqft,,0,,Resale,Residential Land / Plot,
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Conveyance Deed,Yes,Borewell,,Yes,No,40 X 36,0,Congo,"Barasat, Kolkata",1.00,,Freehold,1440 sqft,8.5 Lac,1,590.00,Resale,Residential Land / Plot,20 m
No,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,,3,,"New Alipore, Kolkata",1.00,Garden/Park,Freehold,22500 sqft,,0,,Resale,Residential Land / Plot,5 m
,,,,,,,,,,,,,,,,No,No,40 X 27,1,Congo,"Action Area 3, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1080 sqft,16.4 Lac,1,1522.00,New Property,Residential Land / Plot,
,,,,,,,,,,,,,,,,No,No,45 X 31.11,3,Congo,"Rajarhat, Kolkata",2.00,"Garden/Park, Main Road",Freehold,1400 sqft,21 Lac,1,1500.00,New Property,Residential Land / Plot,50 m
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Will Deed,Yes,Water Board,,No,0,,1,,"Bauria Howrah, Kolkata",,,,2160 sqft,,0,,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,,Yes,0,,0,5,"Basirhat, Kolkata",2.00,,,1440 sqft,15 Lac,1,1042.00,Resale,Residential Land / Plot,5 m
,,,,,,,,,,,,,,,,No,No,26.8 X 134,5,4,"Sodepur, Kolkata",1.00,Main Road,Freehold,3600 sqft,35 Lac,1,972.00,Resale,Residential Land / Plot,30 m
,,,,,,,,,,,,,,,,No,No,24 X 30.83,12,,"Joka, Kolkata",2.00,"Garden/Park, Main Road",Freehold,740 sqft,2.5 Lac,1,338.00,New Property,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,No,0,45 X 32.09,8,Congo,"Joka, Kolkata",1.00,"Garden/Park, Main Road",Freehold,1444 sqft,5 Lac,1,346.00,New Property,Residential Land / Plot,25 m
,,,,,,,,,,,,,,,"Lift, Security, Vaastu Compliant, Visitor Parking",No,No,,5,1,"New Town, Kolkata",,,,2160 sqft,1.30 Cr,1,6019.00,Resale,Residential Land / Plot,13 m
,,,,,,,,,,,,,,,,Yes,0,,5,6,"Ballygunge, Kolkata",2.00,"Pool, Garden/Park, Main Road",Freehold,21600 sqft,,0,,Resale,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,"Howrah, Kolkata",1.00,,,1440 sqft,26 Lac,1,1337.00,Resale,Residential Land / Plot,10 m
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,"Sonarpur, Kolkata",1.00,Main Road,Freehold,14400 sqft,1.34 Cr,1,930.00,New Property,Residential Land / Plot,20 m
,,,,,,,,,,,,,,,,Yes,Yes,,1,3,"Sonarpur, Kolkata",1.00,,Freehold,1800 sqft,30 Lac,1,1667.00,New Property,Residential Land / Plot,4 m
,,,,,,,,,,,,,,,,Yes,No,,0,3,Kolkata,,,,1350 sqft,35 Lac,1,2593.00,Resale,Residential Land / Plot,
,,,,,,,,,,,,,,,"Power Back Up, Security, Vaastu Compliant, CCTV Camera, Kids play area",,,,6,,"New Town, Kolkata",,,,720 sqft,10.3 Lac,1,1424.00,New Property,Residential Land / Plot,
